year,fage,fsize,firms,estabs,emp,denom,estabs_entry,estabs_entry_rate,estabs_exit,estabs_exit_rate,job_creation,job_creation_births,job_creation_continuers,job_creation_rate_births,job_creation_rate,job_destruction,job_destruction_deaths,job_destruction_continuers,job_destruction_rate_deaths,job_destruction_rate,net_job_creation,net_job_creation_rate,reallocation_rate,firmdeath_firms,firmdeath_estabs,firmdeath_emp
1999,i) 16 to 20,b) 5 to 9,95935,97957,654302,669112,453,0.458,2493,2.519,71195,4857,66338,0.726,10.640,100701,29848,70853,4.461,15.050,-29506,-4.410,21.280,1801,2011,24254
1999,i) 16 to 20,c) 10 to 19,59903,64951,824174,834912,399,0.609,1570,2.396,86946,4733,82213,0.567,10.414,108638,30183,78455,3.615,13.012,-21692,-2.598,20.828,908,1142,24652
1999,i) 16 to 20,d) 20 to 99,50942,71258,2021527,2027167,1582,2.211,2181,3.048,219465,21309,198156,1.051,10.826,230445,62554,167891,3.086,11.368,-10980,-0.542,21.652,635,1283,48129
1999,i) 16 to 20,e) 100 to 499,8092,31556,1535603,1520363,2413,7.740,1655,5.308,213288,50446,162842,3.318,14.029,182562,52190,130372,3.433,12.008,30726,2.021,24.016,73,347,25821
1999,i) 16 to 20,f) 500 to 999,802,8600,486906,483121,1123,13.378,712,8.482,76593,26741,49852,5.535,15.854,69100,20063,49037,4.153,14.303,7493,1.551,28.606,3,75,3800
1999,i) 16 to 20,g) 1000 to 2499,441,8560,585981,579047,1028,12.129,859,10.135,90160,37661,52499,6.504,15.570,76488,25728,50760,4.443,13.209,13672,2.361,26.419,4,49,8813
1999,i) 16 to 20,h) 2500 to 4999,175,6402,417661,408483,969,15.977,295,4.864,65827,30486,35341,7.463,16.115,47538,13234,34304,3.240,11.638,18289,4.477,23.275,0,0,0
1999,i) 16 to 20,i) 5000 to 9999,83,7218,420084,403815,549,7.662,443,6.183,79686,36359,43327,9.004,19.733,47588,7134,40454,1.767,11.785,32098,7.949,23.569,0,0,0
1999,i) 16 to 20,j) 10000+,66,7398,819190,810694,309,4.142,432,5.791,141633,40349,101284,4.977,17.471,127511,23063,104448,2.845,15.729,14122,1.742,31.457,0,0,0
1999,j) 21 to 25,a) 1 to 4,72614,72812,170909,181536,2158,2.840,8498,11.184,22194,4630,17564,2.550,12.226,43357,21868,21489,12.046,23.883,-21163,-11.658,24.451,6721,6789,17738
1999,j) 21 to 25,b) 5 to 9,34364,35236,233633,238871,141,0.396,847,2.380,24766,1484,23282,0.621,10.368,35286,10014,25272,4.192,14.772,-10520,-4.404,20.736,623,686,8266
1999,j) 21 to 25,c) 10 to 19,21999,24160,302802,307380,142,0.582,628,2.573,30090,1672,28418,0.544,9.789,39301,11056,28245,3.597,12.786,-9211,-2.997,19.578,331,455,8915
1999,j) 21 to 25,d) 20 to 99,19736,29213,788125,794051,559,1.901,942,3.204,80080,7751,72329,0.976,10.085,92127,27037,65090,3.405,11.602,-12047,-1.517,20.170,263,514,21218
1999,j) 21 to 25,e) 100 to 499,3431,15193,646437,648210,1081,7.176,824,5.470,77490,16507,60983,2.547,11.954,80946,24785,56161,3.824,12.488,-3456,-0.533,23.909,28,191,11617
1999,j) 21 to 25,f) 500 to 999,362,5348,223997,223024,484,9.148,369,6.975,34351,11093,23258,4.974,15.402,32114,12307,19807,5.518,14.399,2237,1.003,28.799,(D),(D),(D)
1999,j) 21 to 25,g) 1000 to 2499,199,5915,261142,259680,530,9.072,384,6.573,36620,13085,23535,5.039,14.102,33543,11292,22251,4.348,12.917,3077,1.185,25.834,(D),(D),(D)
1999,j) 21 to 25,h) 2500 to 4999,79,5277,213946,212325,260,4.913,291,5.498,32200,7679,24521,3.617,15.165,29195,6161,23034,2.902,13.750,3005,1.415,27.500,0,0,0
1999,j) 21 to 25,i) 5000 to 9999,34,2802,133525,130754,1040,44.473,113,4.832,29692,18477,11215,14.131,22.708,24543,2503,22040,1.914,18.770,5149,3.938,37.541,0,0,0
1999,j) 21 to 25,j) 10000+,37,7315,575358,565108,627,8.641,510,7.028,96200,34220,61980,6.055,17.023,78578,26726,51852,4.729,13.905,17622,3.118,27.810,0,0,0
1999,k) 26+,a) 1 to 4,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1999,k) 26+,b) 5 to 9,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1999,k) 26+,c) 10 to 19,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1999,k) 26+,d) 20 to 99,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1999,k) 26+,e) 100 to 499,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1999,k) 26+,f) 500 to 999,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1999,k) 26+,g) 1000 to 2499,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1999,k) 26+,h) 2500 to 4999,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1999,k) 26+,i) 5000 to 9999,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1999,k) 26+,j) 10000+,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1999,l) Left Censored,a) 1 to 4,313212,314510,757376,814791,6862,2.080,37558,11.386,85211,15962,69249,1.959,10.458,199440,102447,96993,12.573,24.477,-114229,-14.019,20.916,31294,31696,87004
1999,l) Left Censored,b) 5 to 9,181110,186089,1239220,1272313,674,0.358,4669,2.482,115103,6595,108508,0.518,9.047,180831,53738,127093,4.224,14.213,-65728,-5.166,18.094,3375,3866,45493
1999,l) Left Censored,c) 10 to 19,133802,148077,1846981,1877995,891,0.596,3542,2.371,162714,9450,153264,0.503,8.664,224874,63309,161565,3.371,11.974,-62160,-3.310,17.328,1925,2698,52488
1999,l) Left Censored,d) 20 to 99,151475,232057,6360795,6389068,4975,2.136,6677,2.867,555549,56464,499085,0.884,8.695,611962,164148,447814,2.569,9.578,-56413,-0.883,17.391,1615,3552,124937
1999,l) Left Censored,e) 100 to 499,36362,162942,7160701,7136551,10034,6.200,7840,4.844,767868,168758,599110,2.365,10.760,720539,188032,532507,2.635,10.096,47329,0.663,20.193,198,1634,71647
1999,l) Left Censored,f) 500 to 999,5070,58335,3068400,3062606,4575,7.876,4085,7.032,358034,97829,260205,3.194,11.691,345914,103302,242612,3.373,11.295,12120,0.396,22.590,18,513,25089
1999,l) Left Censored,g) 1000 to 2499,3498,78939,4628035,4610068,7204,9.190,6112,7.797,538843,164668,374175,3.572,11.688,500786,152614,348172,3.310,10.863,38057,0.826,21.726,7,199,19637
1999,l) Left Censored,h) 2500 to 4999,1543,71213,3856198,3815542,9453,13.721,4815,6.989,520278,200437,319841,5.253,13.636,439453,132322,307131,3.468,11.517,80825,2.118,23.035,0,0,0
1999,l) Left Censored,i) 5000 to 9999,976,94688,4653888,4601827,12419,13.506,6953,7.561,700416,285516,414900,6.204,15.220,592942,178273,414669,3.874,12.885,107474,2.335,25.770,0,0,0
1999,l) Left Censored,j) 10000+,859,417180,24200724,24192789,43007,10.359,38948,9.382,3261181,1099956,2161225,4.547,13.480,3248047,1107432,2140615,4.578,13.426,13134,0.054,26.851,0,0,0
2000,a) 0,a) 1 to 4,397823,398303,1036728,518364,398303,200.000,0,0,1036728,1036728,0,200.000,200.000,0,0,0,0,0,1036728,200.000,0,0,0,0
2000,a) 0,b) 5 to 9,29105,29665,387140,193576,29665,199.993,0,0,387139,387139,0,199.993,199.993,0,0,0,0,0,387125,199.986,0,0,0,0
2000,a) 0,c) 10 to 19,12502,13285,336755,168378,13285,200.000,0,0,336755,336755,0,200.000,200.000,0,0,0,0,0,336755,200.000,0,0,0,0
2000,a) 0,d) 20 to 99,7232,9345,528513,264257,9345,200.000,0,0,528513,528513,0,200.000,200.000,0,0,0,0,0,528513,200.000,0,0,0,0
2000,a) 0,e) 100 to 499,733,2645,266016,133008,2645,200.000,0,0,266016,266016,0,200.000,200.000,0,0,0,0,0,266016,200.000,0,0,0,0
2000,a) 0,f) 500 to 999,32,223,39862,19931,223,200.000,0,0,39862,39862,0,200.000,200.000,0,0,0,0,0,39862,200.000,0,0,0,0
2000,a) 0,g) 1000 to 2499,12,50,34864,17432,50,200.000,0,0,34864,34864,0,200.000,200.000,0,0,0,0,0,34864,200.000,0,0,0,0
2000,a) 0,h) 2500 to 4999,4,109,18921,9461,109,200.000,0,0,18921,18921,0,200.000,200.000,0,0,0,0,0,18921,200.000,0,0,0,0
2000,a) 0,i) 5000 to 9999,0,0,0,0,0,,0,0,0,0,0,.,.,0,0,0,0,0,0,.,0,0,0,0
2000,a) 0,j) 10000+,4,91,24967,12484,91,200.000,0,0,24967,24967,0,200.000,200.000,0,0,0,0,0,24967,200.000,0,0,0,0
2000,b) 1,a) 1 to 4,249854,249929,552625,628219,61,0.021,94088,31.686,139567,150,139417,0.024,22.216,284498,210932,73566,33.576,45.286,-144931,-23.070,44.433,73947,73961,168985
2000,b) 1,b) 5 to 9,53587,53777,397993,387528,109,0.195,4197,7.519,123504,463,123041,0.119,31.870,102961,54771,48190,14.133,26.569,20543,5.301,53.137,3482,3497,45829
2000,b) 1,c) 10 to 19,25652,25982,389918,368367,145,0.543,1568,5.874,125457,1207,124250,0.328,34.058,82522,41340,41182,11.223,22.402,42935,11.655,44.804,1314,1325,35172
2000,b) 1,d) 20 to 99,16848,18702,712033,663006,455,2.403,914,4.828,228157,8596,219561,1.297,34.413,130613,55918,74695,8.434,19.700,97544,14.712,39.400,655,736,47273
2000,b) 1,e) 100 to 499,1823,3541,383151,341096,378,11.014,160,4.662,139495,18598,120897,5.452,40.896,54644,19469,35175,5.708,16.020,84851,24.876,32.040,46,73,14557
2000,b) 1,f) 500 to 999,126,726,86958,77799,88,12.342,62,8.696,31039,7913,23126,10.171,39.897,12668,4252,8416,5.465,16.283,18371,23.614,32.566,(D),(D),(D)
2000,b) 1,g) 1000 to 2499,59,683,82924,73151,31,4.623,6,0.895,28961,2517,26444,3.441,39.591,8985,554,8431,0.757,12.283,19976,27.308,24.566,0,0,0
2000,b) 1,h) 2500 to 4999,23,517,66161,64449,7,1.349,11,2.119,15062,3851,11211,5.975,23.371,11364,876,10488,1.359,17.633,3698,5.738,35.265,0,0,0
2000,b) 1,i) 5000 to 9999,12,145,47946,49752,(D),(D),0,0.000,3206,(D),2134,(D),6.444,6742,0,6742,0.000,13.551,-3536,-7.107,12.888,0,0,0
2000,b) 1,j) 10000+,6,31,34056,31213,0,0.000,0,0.000,6033,0,6033,0.000,19.328,292,0,292,0.000,0.936,5741,18.393,1.871,0,0,0
2000,c) 2,a) 1 to 4,211998,212064,470100,512150,10847,4.644,53812,23.041,109689,25890,83799,5.055,21.417,192181,130021,62160,25.387,37.524,-82492,-16.107,42.835,42252,42270,103966
2000,c) 2,b) 5 to 9,55578,55766,393495,396573,686,1.200,3457,6.049,91765,8145,83620,2.054,23.140,97731,45777,51954,11.543,24.644,-5966,-1.504,46.279,2881,2893,38501
2000,c) 2,c) 10 to 19,28974,29328,415637,413256,369,1.233,1549,5.177,94993,7445,87548,1.802,22.986,90207,40906,49301,9.898,21.828,4786,1.158,43.657,1291,1308,34881
2000,c) 2,d) 20 to 99,20203,21641,814505,793947,502,2.296,941,4.305,182684,15904,166780,2.003,23.010,141320,56584,84736,7.127,17.800,41364,5.210,35.599,662,729,47725
2000,c) 2,e) 100 to 499,2358,4215,469437,440296,533,13.198,180,4.457,124757,20064,104693,4.557,28.335,67613,22102,45511,5.020,15.356,57144,12.979,30.713,53,64,16532
2000,c) 2,f) 500 to 999,175,1239,124793,111872,187,15.976,50,4.272,41893,11698,30195,10.457,37.447,16338,2555,13783,2.284,14.604,25555,22.843,29.208,(D),(D),(D)
2000,c) 2,g) 1000 to 2499,76,437,111640,101152,90,22.642,11,2.767,31722,3527,28195,3.487,31.361,11242,4405,6837,4.355,11.114,20480,20.247,22.228,(D),(D),(D)
2000,c) 2,h) 2500 to 4999,26,448,76182,68445,16,3.587,12,2.691,19767,279,19488,0.408,28.880,3890,309,3581,0.451,5.683,15877,23.197,11.367,0,0,0
2000,c) 2,i) 5000 to 9999,13,172,21875,25994,0,0.000,12,6.742,4124,0,4124,0.000,15.865,12253,255,11998,0.981,47.138,-8129,-31.273,31.730,0,0,0
2000,c) 2,j) 10000+,8,187,38213,35399,(D),(D),(D),(D),9083,(D),1650,(D),25.659,3393,(D),3285,(D),9.585,5690,16.074,19.170,0,0,0
2000,d) 3,a) 1 to 4,185914,186025,416890,451211,9618,4.771,40774,20.225,89078,22697,66381,5.030,19.742,157079,102284,54795,22.669,34.813,-68001,-15.071,39.484,31786,31838,81479
2000,d) 3,b) 5 to 9,54898,55283,384224,390941,619,1.094,3245,5.734,77988,7279,70709,1.862,19.949,91405,41744,49661,10.678,23.381,-13417,-3.432,39.898,2620,2683,34683
2000,d) 3,c) 10 to 19,29959,30900,423686,424246,352,1.120,1399,4.452,84064,6480,77584,1.527,19.815,84956,34448,50508,8.120,20.025,-892,-0.210,39.630,1083,1173,29395
2000,d) 3,d) 20 to 99,20179,23780,803164,786448,594,2.469,1155,4.800,165983,15014,150969,1.909,21.105,132458,54507,77951,6.931,16.843,33525,4.263,33.685,647,829,46391
2000,d) 3,e) 100 to 499,2312,5941,452111,430462,689,11.830,455,7.813,113830,16464,97366,3.825,26.444,70117,27194,42923,6.317,16.289,43713,10.155,32.578,48,221,18891
2000,d) 3,f) 500 to 999,166,824,109248,105772,102,12.364,104,12.606,25235,5577,19658,5.273,23.858,18232,7960,10272,7.526,17.237,7003,6.621,34.474,(D),(D),(D)
2000,d) 3,g) 1000 to 2499,91,896,120877,112167,178,21.694,27,3.291,38388,10893,27495,9.711,34.224,21083,8025,13058,7.155,18.796,17305,15.428,37.592,(D),(D),(D)
2000,d) 3,h) 2500 to 4999,32,1608,92993,92155,66,4.126,49,3.063,17660,2890,14770,3.136,19.163,15560,3040,12520,3.299,16.885,2100,2.279,33.769,0,0,0
2000,d) 3,i) 5000 to 9999,6,12,25173,27391,0,0.000,0,0.000,3662,0,3662,0.000,13.370,8731,0,8731,0.000,31.876,-5069,-18.506,26.739,0,0,0
2000,d) 3,j) 10000+,8,2204,199636,192162,(D),(D),96,4.422,25494,(D),22457,(D),13.267,10161,3928,6233,2.044,5.288,15333,7.979,10.575,0,0,0
2000,e) 4,a) 1 to 4,158274,158399,356670,384254,7750,4.554,31283,18.384,71358,18203,53155,4.737,18.571,125792,79380,46412,20.658,32.737,-54434,-14.166,37.141,24168,24255,62585
2000,e) 4,b) 5 to 9,50543,50869,351048,358020,483,0.931,2517,4.851,63469,5535,57934,1.546,17.728,77453,32286,45167,9.018,21.634,-13984,-3.906,35.456,1999,2070,26717
2000,e) 4,c) 10 to 19,27807,28728,390717,392198,312,1.068,1281,4.385,70663,5984,64679,1.526,18.017,73537,29218,44319,7.450,18.750,-2874,-0.733,36.034,900,1060,24206
2000,e) 4,d) 20 to 99,19646,23006,770720,762897,500,2.153,944,4.064,139186,10281,128905,1.348,18.244,123301,44217,79084,5.796,16.162,15885,2.082,32.324,498,737,36231
2000,e) 4,e) 100 to 499,2206,5616,426348,412392,555,10.073,343,6.225,94203,14709,79494,3.567,22.843,65911,24109,41802,5.846,15.983,28292,6.860,31.965,48,141,17917
2000,e) 4,f) 500 to 999,181,1690,118408,110969,395,25.683,91,5.917,31291,9267,22024,8.351,28.198,16288,6749,9539,6.082,14.678,15003,13.520,29.356,(D),(D),(D)
2000,e) 4,g) 1000 to 2499,104,1329,142168,133163,159,12.189,110,8.432,35215,14199,21016,10.663,26.445,17229,4291,12938,3.222,12.938,17986,13.507,25.877,0,0,0
2000,e) 4,h) 2500 to 4999,20,511,62175,54623,126,26.752,46,9.766,22478,15993,6485,29.279,41.151,7049,1711,5338,3.132,12.905,15429,28.246,25.810,0,0,0
2000,e) 4,i) 5000 to 9999,16,456,53994,51208,67,15.227,(D),(D),11806,874,10932,1.707,23.055,5785,(D),3191,(D),11.297,6021,11.758,22.594,0,0,0
2000,e) 4,j) 10000+,11,120,12694,9917,(D),(D),(D),(D),6189,(D),6185,(D),62.411,545,(D),535,(D),5.496,5644,56.915,10.992,0,0,0
2000,f) 5,a) 1 to 4,141161,141275,319614,342573,6727,4.461,25771,17.090,61225,15750,45475,4.598,17.872,106904,65447,41457,19.105,31.206,-45679,-13.334,35.744,19775,19845,51353
2000,f) 5,b) 5 to 9,46715,47091,324275,330430,371,0.773,2153,4.487,55908,4435,51473,1.342,16.920,68147,27281,40866,8.256,20.624,-12239,-3.704,33.840,1679,1758,22476
2000,f) 5,c) 10 to 19,26584,27518,371435,374466,229,0.819,1117,3.995,61782,4435,57347,1.184,16.499,67961,25933,42028,6.925,18.149,-6179,-1.650,32.997,788,890,21435
2000,f) 5,d) 20 to 99,18604,22023,732570,724964,478,2.150,900,4.048,125201,10982,114219,1.515,17.270,110009,39568,70441,5.458,15.174,15192,2.096,30.349,464,664,32947
2000,f) 5,e) 100 to 499,2202,6035,419940,407115,535,9.021,326,5.497,88854,13254,75600,3.256,21.825,63082,19183,43899,4.712,15.495,25772,6.330,30.990,35,98,12241
2000,f) 5,f) 500 to 999,175,1435,112901,105304,193,13.950,90,6.505,30124,6867,23257,6.521,28.607,14347,4062,10285,3.857,13.624,15777,14.982,27.249,(D),(D),(D)
2000,f) 5,g) 1000 to 2499,81,4079,122480,112728,1481,43.668,106,3.125,34266,8912,25354,7.906,30.397,13940,3427,10513,3.040,12.366,20326,18.031,24.732,0,0,0
2000,f) 5,h) 2500 to 4999,30,1206,90685,84607,85,6.993,104,8.556,20293,3526,16767,4.168,23.985,8758,1540,7218,1.820,10.351,11535,13.634,20.703,0,0,0
2000,f) 5,i) 5000 to 9999,12,260,39066,31769,(D),(D),15,6.608,20695,(D),17914,(D),65.143,6418,317,6101,0.998,20.202,14277,44.941,40.405,0,0,0
2000,f) 5,j) 10000+,9,6328,240625,251551,455,6.891,1004,15.206,30619,13461,17158,5.351,12.172,52780,24392,28388,9.697,20.982,-22161,-8.810,24.344,0,0,0
2000,g) 6 to 10,a) 1 to 4,492925,493508,1132616,1207612,21893,4.198,77821,14.923,196883,49921,146962,4.134,16.304,345925,200046,145879,16.565,28.645,-149042,-12.342,32.607,59121,59417,155482
2000,g) 6 to 10,b) 5 to 9,184684,186630,1273290,1298900,1304,0.688,7105,3.749,189488,15128,174361,1.165,14.588,240935,88166,152769,6.788,18.549,-51447,-3.961,29.177,5410,5767,72313
2000,g) 6 to 10,c) 10 to 19,108527,113424,1507377,1520798,899,0.783,3737,3.254,219215,15163,204052,0.997,14.414,246040,84369,161671,5.548,16.178,-26825,-1.764,28.829,2543,2966,68580
2000,g) 6 to 10,d) 20 to 99,80793,100367,3148824,3136478,1989,1.969,3334,3.300,455903,40363,415540,1.287,14.536,430926,135620,295306,4.324,13.739,24977,0.796,27.478,1522,2355,109604
2000,g) 6 to 10,e) 100 to 499,9941,28568,1887004,1853046,2589,9.145,2077,7.336,338156,61645,276511,3.327,18.249,270383,80072,190311,4.321,14.591,67773,3.657,29.183,136,652,47078
2000,g) 6 to 10,f) 500 to 999,823,7941,519080,499292,1237,16.155,669,8.737,114464,33380,81084,6.685,22.925,74819,29689,45130,5.946,14.985,39645,7.940,29.970,10,48,13115
2000,g) 6 to 10,g) 1000 to 2499,476,9164,627531,609770,1102,12.232,792,8.791,127044,38733,88311,6.352,20.835,91634,32418,59216,5.316,15.028,35410,5.807,30.055,4,234,13831
2000,g) 6 to 10,h) 2500 to 4999,149,6437,389725,375892,1270,21.318,311,5.220,77848,32841,45007,8.737,20.710,50217,14906,35311,3.966,13.359,27631,7.351,26.719,0,0,0
2000,g) 6 to 10,i) 5000 to 9999,93,5706,369678,346688,489,8.519,557,9.704,94394,28498,65896,8.220,27.227,47169,8296,38873,2.393,13.606,47225,13.622,27.211,0,0,0
2000,g) 6 to 10,j) 10000+,64,8533,734496,715652,460,5.458,251,2.978,116977,43310,73667,6.052,16.346,77855,17985,59870,2.513,10.879,39122,5.467,21.758,0,0,0
2000,h) 11 to 15,a) 1 to 4,345133,345672,808687,856555,12132,3.349,45314,12.509,122810,27331,95479,3.191,14.338,218015,118303,99712,13.811,25.453,-95205,-11.115,28.675,34325,34623,92208
2000,h) 11 to 15,b) 5 to 9,147727,149782,1013815,1032936,806,0.532,4509,2.974,129216,9001,120215,0.871,12.510,166951,54236,112715,5.251,16.163,-37735,-3.653,25.019,3335,3665,44692
2000,h) 11 to 15,c) 10 to 19,91442,97147,1265414,1277327,560,0.570,2746,2.795,153887,8197,145690,0.642,12.048,177843,55274,122569,4.327,13.923,-23956,-1.875,24.095,1690,2159,45870
2000,h) 11 to 15,d) 20 to 99,74588,97933,2952919,2949081,1878,1.905,3185,3.231,364298,30984,333314,1.051,12.353,356608,106103,250505,3.598,12.092,7690,0.261,24.184,1137,2064,85409
2000,h) 11 to 15,e) 100 to 499,10685,36100,2050489,2020724,2701,7.523,2305,6.420,301250,54791,246459,2.711,14.908,240701,64840,175861,3.209,11.912,60549,2.996,23.823,87,525,29463
2000,h) 11 to 15,f) 500 to 999,1118,10456,694728,687504,1423,13.751,1208,11.673,108488,33983,74505,4.943,15.780,93270,32211,61059,4.685,13.566,15218,2.214,27.133,5,89,6776
2000,h) 11 to 15,g) 1000 to 2499,660,13848,870030,861057,1627,11.987,1076,7.928,124262,51988,72274,6.038,14.431,107145,38860,68285,4.513,12.443,17117,1.988,24.887,(D),(D),(D)
2000,h) 11 to 15,h) 2500 to 4999,273,9224,738555,727414,1014,11.152,751,8.260,112949,37780,75169,5.194,15.527,89843,32217,57626,4.429,12.351,23106,3.176,24.702,0,0,0
2000,h) 11 to 15,i) 5000 to 9999,118,8784,523783,494953,2288,28.596,722,9.024,107633,55741,51892,11.262,21.746,49453,14378,35075,2.905,9.991,58180,11.755,19.983,0,0,0
2000,h) 11 to 15,j) 10000+,100,23683,1684533,1652978,3088,13.197,2520,10.770,322367,98289,224078,5.946,19.502,258044,90087,167957,5.450,15.611,64323,3.891,31.222,0,0,0
2000,i) 16 to 20,a) 1 to 4,222642,223187,527167,554917,6436,2.769,24892,10.710,71343,14758,56585,2.659,12.857,126586,64133,62453,11.557,22.812,-55243,-9.955,25.713,19176,19368,50815
2000,i) 16 to 20,b) 5 to 9,102874,104964,703400,715343,428,0.404,2622,2.472,79504,4492,75012,0.628,11.114,103316,30190,73126,4.220,14.443,-23812,-3.329,22.228,1794,2052,24139
2000,i) 16 to 20,c) 10 to 19,63302,68351,874723,882262,373,0.541,1549,2.247,95657,4884,90773,0.554,10.842,110933,31277,79656,3.545,12.574,-15276,-1.731,21.685,936,1181,25538
2000,i) 16 to 20,d) 20 to 99,53043,72765,2114570,2113426,1282,1.751,2146,2.932,234489,20740,213749,0.981,11.095,232050,64772,167278,3.065,10.980,2439,0.115,21.960,685,1319,50521
2000,i) 16 to 20,e) 100 to 499,8243,31887,1559621,1546183,2173,6.887,1500,4.754,207441,42647,164794,2.758,13.416,181476,47524,133952,3.074,11.737,25965,1.679,23.474,65,265,23370
2000,i) 16 to 20,f) 500 to 999,899,9230,553025,545314,998,10.910,833,9.106,89938,29435,60503,5.398,16.493,74011,26997,47014,4.951,13.572,15927,2.921,27.144,6,161,7476
2000,i) 16 to 20,g) 1000 to 2499,494,9272,642301,629657,993,10.849,754,8.238,104409,42431,61978,6.739,16.582,79136,25648,53488,4.073,12.568,25273,4.014,25.136,0,0,0
2000,i) 16 to 20,h) 2500 to 4999,192,7891,469788,463497,794,10.336,376,4.895,65984,26195,39789,5.652,14.236,52795,17302,35493,3.733,11.391,13189,2.846,22.781,0,0,0
2000,i) 16 to 20,i) 5000 to 9999,97,9280,422898,417095,986,10.643,954,10.298,70244,27338,42906,6.554,16.841,59690,23923,35767,5.736,14.311,10554,2.530,28.622,0,0,0
2000,i) 16 to 20,j) 10000+,80,11834,953814,922286,2414,21.201,1519,13.340,228245,92651,135594,10.046,24.748,165072,80482,84590,8.726,17.898,63173,6.850,35.796,0,0,0
2000,j) 21 to 25,a) 1 to 4,103493,103835,245912,260221,2878,2.651,12327,11.355,32694,6636,26058,2.550,12.564,61272,31804,29468,12.222,23.546,-28578,-10.982,25.128,9578,9698,25276
2000,j) 21 to 25,b) 5 to 9,49521,50746,338500,344827,203,0.396,1272,2.480,37130,2083,35047,0.604,10.768,49760,15057,34703,4.367,14.430,-12630,-3.663,21.535,936,1019,12386
2000,j) 21 to 25,c) 10 to 19,32131,35140,444458,449356,217,0.611,918,2.587,47148,2783,44365,0.619,10.492,57123,16792,40331,3.737,12.712,-9975,-2.220,20.985,510,715,14002
2000,j) 21 to 25,d) 20 to 99,28519,41132,1146932,1144756,775,1.876,1141,2.762,120231,10738,109493,0.938,10.503,115431,30571,84860,2.671,10.083,4800,0.419,20.167,298,696,21943
2000,j) 21 to 25,e) 100 to 499,4965,20964,947030,935985,1432,6.881,1128,5.420,120178,27640,92538,2.953,12.840,99073,25627,73446,2.738,10.585,21105,2.255,21.170,25,259,10521
2000,j) 21 to 25,f) 500 to 999,509,7119,311303,305157,577,8.123,545,7.673,50441,18308,32133,6.000,16.530,37883,11225,26658,3.678,12.414,12558,4.115,24.829,(D),(D),(D)
2000,j) 21 to 25,g) 1000 to 2499,292,7858,386778,381637,784,10.049,672,8.613,66268,18853,47415,4.940,17.364,55416,19635,35781,5.145,14.521,10852,2.844,29.041,(D),(D),(D)
2000,j) 21 to 25,h) 2500 to 4999,108,6607,271945,259456,410,6.276,261,3.995,52375,20678,31697,7.970,20.187,27482,7866,19616,3.032,10.592,24893,9.594,21.184,0,0,0
2000,j) 21 to 25,i) 5000 to 9999,55,3316,214327,209904,313,9.634,179,5.509,42689,26378,16311,12.567,20.337,33215,8193,25022,3.903,15.824,9474,4.514,31.648,0,0,0
2000,j) 21 to 25,j) 10000+,47,11308,962621,932104,1496,13.698,723,6.620,156196,83838,72358,8.994,16.757,95658,34210,61448,3.670,10.263,60538,6.495,20.525,0,0,0
2000,k) 26+,a) 1 to 4,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
2000,k) 26+,b) 5 to 9,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
2000,k) 26+,c) 10 to 19,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
2000,k) 26+,d) 20 to 99,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
2000,k) 26+,e) 100 to 499,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
2000,k) 26+,f) 500 to 999,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
2000,k) 26+,g) 1000 to 2499,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
2000,k) 26+,h) 2500 to 4999,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
2000,k) 26+,i) 5000 to 9999,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
2000,k) 26+,j) 10000+,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
2000,l) Left Censored,a) 1 to 4,293563,294918,715303,763629,6218,2.008,35821,11.566,82321,15288,67033,2.002,10.780,178860,95897,82963,12.558,23.422,-96539,-12.642,21.560,29407,29966,80683
